userId	movieId	rating	review
519405200	9415	4.5	funny ,    cute   and   sweet !    thoses   kids   where   bad   as   all   get   up !    they   needed   an   old   fashion   whooping !
519405200	551	4.5	santa   is   great   in   this   movie .    i   could   not   wait   til   two   came   out .
519405200	686	4.5	this   movie   was   hot !
519405200	3524	3.0	i   bearly   remember   this   movie .
519405200	3161	4.5	they   so   crazy !
519405200	7048	3.5	cute !
519405200	16139	4.5	excellent1
519405200	13418	3.5	i   saw   this   along   time   ago   when   i   was   younger .    its   pretty   funny !
519405200	3638	5.0	funny
519405200	14103	5.0	this   movie   made   me   cry .
519405200	6206	3.0	funny   and   cute   at   the   same   time .
519405200	10170	3.0	carzy !  !  !  !  !
519405200	10168	3.0	one   word ;    cool
519405200	7416	5.0	this   movie   is   one   of   greatest   of   all   older   classic   movies .    i   think   that   everyone   should   see   it !
519405200	17321	5.0	i   love   elephants !    he   is   so   cute !    i   was   sad   that   he   thought   that   something   was   wrong   with   him .    all   he   needed   to   do   was   grow   into   his   ears .
519405200	6797	4.5	funyy !  !  !
519405200	7397	5.0	i   cried   on   this   movie   the   first   time   i   saw   it .
519405200	2457	5.0	this   movie   is   so   sweet .    i   want   a   romance   somewhat   like   sam   and   austin   had
519405200	3151	5.0	i   love   this   movie !  !  !
519405200	6859	5.0	love   this   movie !    this   movie   is   one   of   the   reasons   why   i   want   a   big   family .
519405200	7067	4.5	this   movie   is   funny ,    crazy   and   twisted .
519405200	2593	5.0	i   love   snow   white .    she   is   so   pretty   and   beautiful .    i   want   to   be   that   beautiful   someday .
519405200	9438	5.0	i   laughed ,    cried ,    and   laughed   some   more
519405200	4996	5.0	that   movie   is   crazy !
519405200	385	4.5	funny   as   the   first .    i   think   that   mr   amd   mrs .    clause   made   a   cute   couple .
519405200	28	4.0	i   love   stitch !  !  !
519405200	5309	3.5	almost   reminds   me   of   me   and   my   best   friend .
519405200	11149	3.5	i   loved   her   gown .    i   think   that   j . lo   is   so   pretty .
519405200	7193	3.5	the   story   is   a   little   hard   to   follow .    but   teh   movies   is   sweet .
519405200	10359	4.5	sweet   movie !
519405200	3254	4.0	this   movie   was   sweet   and   cute .
519405200	2890	3.5	if   all   i   need   to   do   is   fall   a   sleep   to   get   a   handsome   smart   prince   then   where   is   a   spinning   wheel   this   day   in   age !  !  !  !
519405200	1542	2.5	sweet .    the   little   boy   is   cute .
519405200	980	5.0	i   wanted   to   be   the   swan   princess   so   bad !
519405200	8038	5.0	when   i   gow   up   i   want   to   be   like   cinderella ;    castle   and   all .    watch   out   future   husband !
519405200	16499	4.0	i   watched   this   movie   when   i   was   reallly   young ,    i   believe   that   this   movie   had   made   a   difference   in   my   life .    i   understand   this   movie   and   it   meaning .    it   has   a   great   message .
519405200	6350	5.0	hilarious !
519405200	13524	4.0	i   love   j . lo ['] s   determination   in   this   movie .    this   movie   is   suspenseful .
519405200	6482	5.0	i   love   the   bad   little   people !    they   were   goffy !    i   wanted   one   when   i   was   younger .    to   me   the   furbys   remind   me   of   germlines .    when   i   got   one   i   called   it   gizmo .
519405200	6287	5.0	my   favorite   movie   since   i   was   little .    i   have   been   a   sap   for   romance   for   a   long   time .
519405200	5088	4.5	i   think   that   thi   smovie   is   so   cute      and   sweet .    all   daddys   always   want   their   babies   never   to   grow   up !
519405200	14621	4.5	funny !
519405200	4306	2.5	creepy
158121132	6099	5.0	one   of   the   best   anti - war   movies   ever   and   one   that   will   surely   haunt   anyone   that   sees   it .
158121132	3824	5.0	one   of   my   favourite   movies .    probably   best   to   read   the   novel   first ,    although   it   is   a   very   faithful   adaption   of   the   novel .    a   very   entertaining   movie   and   sharp   social   commentary   on   the   pointlessness   of   the   american   dream   and   the   failure   of   the   60s   hippy   dream   of   chemistry - based   enlightenment .    johnny   depp ['] s   performance   is   amazing .
158121132	14869	5.0	i ['] ve   probably   seen   this   movie   more   times   than   any   other .    the   visuals   blow   me   away   every   time .    the   director ['] s   cut   is   a   big   improvement ,    the   voiceover   was   cheesy   and   the   extra   scenes   are   important   in   suggesting   that   deckard   is   a   replicant .    great   to   see   on   the   biggest   screen   possible .
158121132	14691	4.5	looking   back   on   the   movie   and   all   the   sequels   and   parodies      it ['] s   difficult   to   remember   how   stunning   it   was   on   the   first   viewing .    one   of   the   best   and   most   stylish   sci - fi   movies   ever .    they   should   have   stopped   here .
158121132	2985	3.5	there   are   some   scenes   in   this   that   really   cracked   me   up .
158121132	5226	4.5	it ['] s   hard   not   to   love   the   max   fischer   character   in   rushmore .    a   classic   wes   anderson   movie .
158121132	14755	3.5	nothing   happens   in   this   movie   and   yet   it   is   still   entertaining .    good   on   them   for   making   it .
158121132	2922	4.0	one   of   my   favs   from   my   teen   years .
158121132	8327	4.5	ken   kesey   was   a   pioneering   genius   of   the   60s   psychadelic   movement .    this   is   a   brilliant   adaption   of   his   great   novel .
158121132	15233	4.0	really   funny   spoof   of   the   fashion   industry ,    i ['] ve   seen   it   a   few   times   now   and   it   gets   better   each   time .
158121132	6267	4.5	very   entertaining .    the   most   over - the - top   costumes   and   choreography ,    hilariously   bad   acting ,    and   one   of   the   most   phenomenal   film   soundtracks   ever .
158121132	10451	5.0	this   film   is   35   years   old   and   still   feels   fresh .    i   can   only   imagine   what   people      thought   of   it   at   the   time ,    pre - tarantino   and   other   routine   ultra - violence .    the   combination   of   the   consistent   visual   realisation   of   a   future   england ,    the   clothes ,    sets   and    ['] nadsad [']    slang   really   suck   you   in .    for   what   is   really   a   sci - fi   movie   it   hasn ['] t   really   dated   much   at   all .
158121132	3333	3.5	i   found   myself   getting   quite   involved   in   this .    nice   soundtrack .
158121132	3875	4.0	simple   but   entertaining   road - trip   movie   through   south   america .
158121132	6720	4.0	one   of   the   better   war   movies   of   recent   times .    i   love   the   shots   of   the   helicopters   flying   over   mogadishu !    not   as   one - sided   as   expected .
158121132	6450	4.0	shot   like   a   documentary ,    very   realistic   story   of   drugs   wars   in   a   brazilian   favela .    definitely   worth   seeing .
158121132	3962	4.0	the   amount   of   creativety   in   these   pixar   movies   puts   a   lot   of   non - animated   movies   to   shame .    ellen   degeneres   is   great   as   dory ,    the   fish   with   a . d . d .
158121132	7664	4.0	ridley   scott   rocks .    it ['] s   a   bit   odd   how   it ['] s   simultaneous   a   stand   against   violence   and   a   celebration   of   it   though .    really   enjoyable   epic - style   film .    the   actresses   in   this   film   are   gorgeous .
158121132	6029	3.0	nice   story ,    but   a   bit   too   cutesy   for   me .
158121132	16008	4.0	saw   this   recently   on   tv   and   it   was   still   great .
158121132	12355	2.0	not   completely   unwatchable   but   getting   that   way .    cliche   ridden   sci - fi   meets   sappy   fairy   tale ,    meets   a   john   williams   score   oozing   out   your   ears .    great   acting   from   jude   law   and   haley   osmet   can ['] t   resurrect   it .
158121132	5862	5.0	drink   a   coffee   before   watching   this   movie   because   you ['] re   going   to   need   to   be   wide   awake   to   understand   it .    half   the   scenes   in   this   movie   go   forwards   in   time   and   half   backwards .    an   amazing   twist   at   the   end   and   very   thought   provoking   commentary   on   the   nature   of   memory .    stylishly   shot   and   great   acting .    a   left - brained   companian   to   eternal   sunshine   and   the   spotless   mind .
158121132	3917	4.5	another   movie   that   is   great   at   capturing   a   particular   mood .    i   really   enjoyed   it .    it ['] s   funny   and   sad   at   the   same   time ,    and   really   captures   something   of   life   in   new   jersey .
158121132	6531	2.5	didn ['] t   really   work   for   me .
158121132	14550	3.5	decent   but   much   overrated   i   think .
158121132	12232	4.5	it   captures   a   certain   mood   more   than   it   tells   a   story .    it ['] s   about   feeling   adrift   in   a   completely   foreign   place   and   briefly   crossing   paths   with   someone   for   a   short   time .    an   unusual   and   beautiful   movie .
158121132	12690	3.0	visually   this   is   stunning ,    but   the   storyline   drags   on   a   bit .
158121132	12694	3.5	they   shot   this   on   the   street   i   used   to   live       -    so   i   was   interested   to   see   it   when   it   came   out .    i   thought   this   movie   was   really   underated .    nicole   kidman   and   sean   pean   are   both   great ,    there ['] s   a   lot   of   smart   dialogue   and   although   the   storyline   is   a   little   contrived ,    i   found   it   stylish ,    suspenseful   and   absorbing .
158121132	4355	2.5	a   couple   of   the   scenes   that   are   scripted   work   okay    ( eg .    jack    &    meg )  ,    but   most   of   the   rest   falls   flat .    skip   ahead   to   bill   murray    &    rza / gza .
158121132	1865	5.0	difficult   to   sum   up .    one   of   my   favourites .
158121132	16740	4.5	a   rambling ,    beautiful   and   surreal   movie .    tom   cruise ['] s   performance   as   the   tv   stud   is   pretty   memorable .    aimee   mann ['] s   soundtrack   is   great .
158121132	6690	4.0	a   great   follow   up   to   rushmore ,    this   one   is   really   imaginative   too .    not   a   big   fan   of   gwyneth   paltrow ,    but   i   liked   her   character   in   this .
158121132	3864	4.0	great   dark   version   of   batman .
158121132	5515	5.0	although   this   is   about   the   russian   nuclear   threat ,    it   is   really   a   timeless   movie .    some   unforgettable   characters    -    and   peter   sellers   who   plays   more   than   one   of   them    ( often   in   the   same   scene !  )    is   amazing .
158121132	11301	4.0	unusual ,    funny   and   entertaining   cult    ['] horror [']    movie    ( although   it ['] s   not   at   all   scary )  .
226190144	2985	4.5	we ['] ve   got   a   bleeder !  !  !
226190144	14691	5.0	this   movie   changed   my   outlook   on   the   world .  . but   in   the   future ,    why   are   they   still   using   dial - up ?
226190144	11077	5.0	normally   i   can ['] t   stand   sequels ,    but   this   one   nails   every   angle .
226190144	2782	5.0	one   of   mel   gibson ['] s   best   performances ,    ever .
226190144	15107	5.0	smooooooth   as   silk .
226190144	8989	5.0	mmm ,    julia   stiles .
226190144	3938	5.0	amazing   animation ,    humor ,    and   voice   talents   make   up   a   great   satirical   saga .    can ['] t   wait   for    # 3    :  -  )
226190144	7521	4.5	great   movies .    go   wayans .
226190144	15063	4.0	great   movie .  .  . but   come   on ,    can   those   make - up   jobs   be   any   worse ?
226190144	10928	4.5	who   doesn ['] t   know   at   least   3   catch - phrases   from   the   ace   movies ?    lol
226190144	6235	4.5	definite   tear - jerker .
226190144	13610	4.5	who   dodesn ['] t   love   spidey ?
226190144	10583	5.0	jack   black   owns   your   soul .    now   learn   the   mighty ,    mighty   guitar   slam   from   him .
226190144	3962	4.5	i   found   nemo .    and   he   was   pretty   darn   funny ,    for   a   cartoon .
226190144	2463	4.0	had   its   moments
226190144	5571	5.0	yo   adrian !    classic   stallone .    can ['] t   beat   it .
226190144	16879	5.0	i   cried   at   this   movie .  .  . in   a   theater   full   of   women    :  -  \  \
226190144	7032	3.5	they ['] ll   never   top   the   first   austin   powers ,    but   it   still   has   its   good   points .
226190144	5239	4.0	not   nearly   as   good   as   the   original ,    but   sandler   makes   any   movie   worth   seeing .
226190144	3860	5.0	haha ,    do   i   even   have   to   say   anything ?
226190144	758	4.5	i   thought   i   would   hate   this   movie .  .  . but   somehow   seeing    *  *  *  *  *  *    getting   what   they   deserve ,    made   it   all   worthwhile .
226190144	12471	5.0	love   him   or   hate   him ,    he   still   rocked   the   box   office   and   music   charts .
226190144	5991	5.0	fantastic   stories   and   great   art   direction .    and   everyone ['] s   as   hard   as   heroic   villians   come .
226190144	3579	2.5	not   a   fan   of   this   one .    but   luda ['] s   in   it ,    so   2   1 / 2   stars   wworks
188964300	1220	4.5	a   moving   story   lead   by   an   excellent   actor .
188964300	3524	5.0	an   incredible   story   with   amazing   actors ,    instant   classic .
188964300	2985	3.0	simple   movie   with   a   cute   and   stupid   humor .
188964300	11077	2.5	basicly   the   same   story   as   the   first   one ,    the   acting   was   excellent .
188964300	2782	4.0	the   ancestor   of   all   war   movies .
188964300	15107	4.5	superb   line   up   of   excellent   actors   backed   by   an   equaly   talented   crew .
188964300	1905	4.0	an   excellent   movie ,    johnny   depp   is   a   brillant   actor .
188964300	3938	2.5	good   but   overused   concept   in   my   opinion .    i   prefered   the   first   one .
188964300	3879	5.0	my   personal   best   anime   to   date ,    i   strongly   recommend   it   to   those   who   like   sci - fi .
188964300	7521	2.0	for   those   who   like   stupid   movies .
188964300	4109	5.0	a   must   see .
188964300	6989	5.0	brilliant   psychological   triller .
188964300	17479	3.0	excellent   remake   from   a   classic   japanese   horror   title .
188964300	13610	2.5	good   movie   mixed   with   a   cheesy   story .    entertaining   to   say   the   least .
188964300	10583	4.0	jack   black   is   a   genius .    good   acting   and   a   good   story .
188964300	17324	3.0	nice   romantic   comedy .
188964300	7664	3.5	excellent   movie   with   a   bad   ending .
188964300	6287	3.5	very   interesting   and   romantic   movie .
188964300	11337	2.5	good   comedy   with   a   great   follow   up ,    definitly   a   teenage   movie   and   most   likely   the   best   one .
188964300	7032	2.5	good   movie ,    too   stupid   but   good   movie .
188964300	5239	3.0	a   very   good   remake ,    i   sadly   did   not   see   the   first   one .
188964300	3860	3.5	interesting   movie   with   a   fantasy   touch .    jim   carey   is   brilliant   again .    cheesy   romance   could   have   been   avoided .
188964300	7643	4.5	incredible   story   played   by   one   of   the   best   actor   of   all   time .
188964300	5991	4.5	for   it ['] s   ingenuity ,    excellent   story   and   the   awsome   acting   involved   in   this   movie ,    sin   city   is   an   instant   classic .
219394345	2985	2.5	oh   my   gosh !  !  !  !  !    it   made   me   laugh ,    i   don ['] t   want   to   say   or   think   about   anymore !
219394345	15205	2.0	it   really   kind   of   gave   me   chills !
219394345	2782	4.5	" they   can   take   our   lives   but   they ['] ll   never   take   our   freedom !  !  !  !  !  "
219394345	15107	1.5	eh .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
219394345	8989	2.0	i ['] ve   seen   some   of   it   and   it   was   ok .
219394345	14103	2.0	i   didn ['] t   really   think   it   was   everything   people   said   it   was .
219394345	10928	4.0	i   love   this   movie !  !  !  !  !    no   matter   how   many   times   i   see   it ,    it   still   makes   me   laugh   until   my   sides   hurt !  !  !  !
219394345	6235	3.0	it   was   such   a   great   show !  !  !  !
219394345	13610	3.0	i   can ['] t   wait   for   the   third   movie !
219394345	10583	4.0	i   love   this   movie !  !  !  !    it   rocks   hard   core !  !  !  !
219394345	3962	4.0	one   of   my   most   favorite   movies !  !  !  !
219394345	7664	4.0	this   movie   was   better   than   i   thought   it   would   be !
219394345	17324	3.0	it ['] s   a   good   date   movie   that   even   guys   will   enjoy !  !  !  !    whoa ,    i   sound   like   a   film   critic !
219394345	7032	2.0	i   was   a   little   disappointed   in   this   one .    it   just   didn ['] t   seem   as   good   as   the   others .
219394345	5239	3.0	this   was   an   awsome   movie !  !  !
219394345	3860	2.0	it   was   pretty   good .    not   the   best ,    but   good .
219394345	758	3.0	i   loved   it !  !  !  !    it ['] s   the   only   movie   i   like   lindsay   lohan   in !  !  !  !
219394345	12471	3.0	eminem   was   great !  !  !  !
816974367	11047	4.5	a   very   good   scientifical   movie
816974367	14109	2.5	ok
816974367	5054	5.0	i   like   this   movie .    and   tomcruise   is   very   good   in   it
816974367	3195	4.5	if   someone   want   to   see   war   and   military   life   they   hav   to   see   this   movie .
816974367	16994	4.5	mind   blowing   marial   arts
816974367	14691	5.0	good   guessings
816974367	17129	4.5	nice   suspense
816974367	6134	5.0	fantastic   movie
816974367	16552	4.0	i   like   this   movie   and   pierce   brosnan   is   very   handsome   spy .
816974367	3326	5.0	nice   story   entertaining   movie
816974367	77	4.5	very   nice   movie .    if   someone   want   to   see   african   jungle   they   hav   to   see   this   movie
816974367	1625	4.5	i   hav   sen   this   movie   its   a   horror   and   thrilling   movie
816974367	12092	4.0	mr   freeze   is   interesting
816974367	13795	4.5	superb   movie   cant   forget   the   changing   of   a   car   colour
816974367	7664	5.0	this   is   the   movie   everyone   hav   to   see .    very   good   picturisation ,    we   can   know   about   history   and   slavery   as   well   as   how   a   a   soldier   struggled   in   his   life ,    i   cried   when   i   seen   this   movie
816974367	3715	5.0	my   favourite   arnold   fantastic   action   never   forget   his   action   want   to   see   so   many   times   again   and   again
816974367	16954	4.5	i   love   to   watch   this   movie   so   many   times
816974367	14312	4.5	wonderful   movie   and   real   like   story   marvellous
816974367	7509	3.5	ok   good   action
816974367	11710	5.0	will   smith   and   tommy   lee   jones   are   really   good
816974367	7125	3.0	good   movie
816974367	607	4.5	my   young   age   movie   and   i   hav   seen   5   times
816974367	15078	4.5	exciting   movie   for   kids
816974367	9614	5.0	really   nice   movie
1666459	14928	4.5	fantastic    : d
1666459	6329	5.0	really   good   and   sad    :  [          i   love   tim   burton ['] s   films !     : d
1666459	8743	4.0	cool
1666459	14691	5.0	sooo   kwl !
1666459	3938	3.0	the   first   shrek   was   betta
1666459	2680	4.0	i   thought   it   was   good   but   i ['] ve   seen   it   wayyy   too   many   times   cos   they   always   play   it   on   tv   in   the   holidays .
1666459	15233	5.0	its   such   a   funny   movie !
1666459	14940	3.5	pretty   good   hahaha
1666459	10583	4.5	this   was   sooo   cool !    jack   black   rocks !
1666459	17499	5.0	one   of   my   faves   from   way   back   and   i   still   love   the   movie   now !  !    a   must   see .
1666459	3151	4.5	funny
1666459	3962	4.0	it   was   good .    i   love   disney   movies !
1666459	2523	5.0	hahah   i   luv   this   movie !     :  )
1666459	3347	5.0	it   was   really   good !
1666459	8764	4.0	it   was   ok .
1666459	17195	3.0	it   was   pretty   good , but   some   of   the   acting   was   really   fake .
1666459	14712	5.0	soo   kwl   it   is   one   of   my   fave   movies !
1666459	1046	4.0	really   good   lol   jesse   spencer   is   so   kwl !
1666459	16768	2.5	kinda   strange   for   a   movie .  .  .  .
1666459	16113	4.0	not   as   good   as   the   first
1666459	8295	5.0	awesome   movie !
1666459	5401	5.0	very   funny !
1666459	8636	4.0	i   thought   it   was   good .    lots   of   fun   action   scenes !
1666459	4432	5.0	awesome !
1666459	15205	4.0	wow ,    what   a   kwl   movie !
1666459	8108	5.0	my   fave   movie !    when   i   was   little   lol    :  )
1666459	313	5.0	omg   such   a   sad   movie !
1666459	14131	4.5	lol   really   good !
1666459	9463	3.5	was   good
1666459	9102	4.0	yay ,    so   awsim !  !  !    i   luff   jiji !  !  !    if   anyone   likes   anime ,    this   is   a   really   good   movie !
1666459	596	4.5	haha ,    always   a   classic !  !  !
1666459	16879	3.0	the   only   thing   wrong   with   it   is   that   its   so   sad !
1666459	9886	5.0	out   of   all   the   star   wars   movies ,    the   first   three   are   the   best .    this   ones   my   fave    :  )
1666459	3446	4.5	aaah !  !    so   good !
450735214	12662	5.0	the   movie   is   awesome   and   the   actors   and   actresses   are   hot !
450735214	16082	4.0	this   is   such   a   cute   movie !
450735214	2372	5.0	love !  !  !
450735214	3524	5.0	have   it .
450735214	6434	5.0	love   it !
450735214	12870	4.0	first   time   i   saw   this   movie   i   fell   in   love .  .  .
450735214	197	5.0	tables   turn   bitch !  !  !
450735214	15853	3.5	action   packed !    plus   dead   people    =  ]
450735214	10451	5.0	this   movie   was   so   long .  .  .    but   so   worth   it .
450735214	673	5.0	this   movie   will   give   you   alot   to   think   about .    but   if   you   get   confused   easily   i   don ['] t   recommend .  .  .    but   other   than   that   it ['] s   a   very   good   movie ,    mischief ,    mayhem ,    soap !
450735214	3875	5.0	it ['] s   such   an   amazing   story   about   the   life   that   ernesto    " che "    guevara   lived .    my   father   talks   about   this   guy   24 / 7   and   i   understand   why   because   he   was   the   right   man   to   fight   for   revolution .    he   lives   on .       viva   el   che !    hasta   la   victoria   siempre !
450735214	2391	5.0	lmfao !  !  !  !  !  !
450735214	3151	5.0	i   have   it    =  ]
450735214	12778	5.0	brad   pitt   as   a   cowboy    =    love
450735214	3085	5.0	i   love   this   movie   is   one   of   my   favorites !
450735214	14780	5.0	my   all   time   favorite   movie .    it ['] s   funny   and   twisted !    i   used   to   love   watching   the   t . v   show !    michael   keaton   is   awesome   in   this   movie   he   was   well   picked .
450735214	13981	3.0	damn .  .  .  .
450735214	3079	5.0	i   always   cry .  .  .  .
450735214	851	3.0	yeah !
450735214	2400	3.5	seen   it .  .  .  .
450735214	3917	5.0	one   of   my   faves .
450735214	8108	3.5	such   a   cute   movie
450735214	13115	4.5	it   was   cute
