userId	movieId	rating	review
158121132	4266	1.5	as   a   recovering   catholic   schoolboy    -    i   probably   should   have   known   better   than   to   go   to   see   this !    the   crowd   in   the   theatre   were   simultaneous   revolted   and   at   the   same   time   getting   off   on   the   violence .    for   those   that   found   it   as   objectionable   as   me    -    i ['] d   recommend   watching   the   south   park   passion   episode   for   a   good   laugh   and   to   get   the   aftertaste   it   out   of   your   system .
158121132	13610	2.5	i ['] m   not   a   big   cronenberg   fan .    this   was   very   difficult   to   watch   and   didn ['] t   really   repay   the   effort .
158121132	10231	4.0	another   funny   hong   kong   kung - fu   movie   spoof   by   stephen   chow .
158121132	2463	4.0	another   clever   and   funny   pixar   movie .
158121132	16879	2.0	it ['] s   a   shame   james   cameron   burnt   200   million   dollars   on   a   melodramic   love   story   because   it   could   have   been   great .
158121132	798	4.5	speilberg ['] s   best   film ?    the   genius   is   in   the   suspense   built   up   by   your   imagination   before   you   even   see   the   shark .    a   classic .
158121132	12084	2.5	spike   jonez   and   charlie   kaufman   are   both   super   talented ,    but   i   don ['] t   think   they   really   pulled   this   one   off .    it   felt   a   bit   half - baked   to   me .    the   self - referential   nature   of   the   plot   was   interesting ,    but   the   movie   itself   was   not   very   entertaining .    if   you   are   a   script - writer ,    you   may   be   able   to   identify   with   it ,    but   otherwise   it   was   quite   disappointing .
158121132	4472	2.0	i   went   to   see   this   with   my   girlfriend   at   the   time   who   cried   the   whole   way   through .    i   found   it   way   too   soppy .    i   liked   4   weddings   and   a   funeral   but   this   one   was   not   as   funny   and   too   soppy .
158121132	673	4.5	faithful   adaptation   of   chuck   palahniuk ['] s   amazing   debut   novel   complete   with   ultra - realistic   violence .    it   has   a   similar   theme   to   se7en ,    and   is   subversive   in   a   very   real   sense   through   it ['] s   accurate   commentary   on   modern   american   life   along   with   providing   a   compelling ,    understandable   and   shocking   reaction   to   it .
226190144	3463	5.0	one   of   my   favorite   movies   of   all   time .
226190144	7664	5.0	joaquin ,    russel .  .  .  ['] nuff   said   there .    i   still   watch   this   movie   like   3   times   a   month
226190144	15205	4.0	it   could   happen ,    ya   know .  .  .
226190144	11337	5.0	best   of   the   series .    i   was   a
226190144	17479	4.0	by   reading   this   comment ,    you ['] re   going   to   die   in   7   days !
226190144	1962	4.5	comedy ,    romance ,    intrigue .  .  .  . romance ,    comedy .    sorry .  .  . what   was   i   talking   about ?    do   i   even   know   you ?  ?
188964300	3962	2.5	cute   but   mostly   for   kids ,    still   a   pretty   good   movie .
188964300	14691	5.0	i   saw   it   six   times   at   the   movie   theater   alone ,    got   the   idea ?
188964300	3463	3.0	definitly   a   teen   movie   that   marked   a   generation .
188964300	5571	3.0	more   of   a   classic   then   a   really   good   movie ,    i   still   watch   it   from   time   to   time .
188964300	10928	3.5	a   classic ,    no   doubt !
188964300	673	5.0	i   could   watch   this   movie   over   and   over   and   over .  .  .
188964300	1962	3.5	all   adam   sandlers   movies   are   sure   shot .
219394345	3463	3.0	i   loved   heath   ledger   and   julia   stiles   in   this !  !  !  !    they   were   hilarious !  !
219394345	2463	3.0	it   was   awsome !  !  !  !
219394345	16879	3.0	i ['] ve   seen   this   movie   so   many   times   that   it ['] s   gotten   really   dumb !  !
219394345	1905	5.0	hello !  !  !  !  !    johnny   depp !  !  !  !    need   i   say   more ?
219394345	17479	2.0	it   was   not   scary !  !  !  !  !  !
816974367	13391	4.5	the   man   arnold   is   true   but   he   lied   to   his   family   that   he   is   working   in   investigating   services .
816974367	13610	4.5	nice   movie   i   enjoyed   it
816974367	8467	5.0	nice   movie   my   fav   arnold   is   superb
816974367	3609	5.0	this   movie   in   in   my   mind   always
816974367	16181	3.0	excellent   action   in   this   movie
816974367	10123	4.5	never   forget   john   woo   for   this   movie
1666459	5705	5.0	very   cool !
1666459	5317	4.0	really   good
1666459	7635	3.5	pretty   funny
1666459	3593	5.0	aww   i   love   this   movie !    heheh   the   cat   bus !
1666459	11745	4.5	it   was   really   good
1666459	17008	3.5	it   was   ok .  .
1666459	1905	5.0	this   is   the   funniest   kwlest   movie   ever !    if   you   haven ['] t   seen   it   i   suggest   you   do   because   it   is   really   good !
1666459	3466	4.0	this   one   is   pretty   awesome ,    but   my   favorite   would   have   to   be   the   sequel .
1666459	3079	5.0	my   fave !
450735214	6037	5.0	love !
450735214	12881	2.5	seen   it   and   it ['] s   goood
450735214	12074	4.0	i   was   in   a   school   play   as   the   nun    =  \  \    but   it ['] s   cute
450735214	3239	5.0	it ['] s   so   cute .
450735214	887	1.0	saw   it .    it   was   good .
450735214	5448	5.0	funny   as   hell .
450735214	6972	3.0	sad !    but   good .
450735214	17088	5.0	funny   as   fu * k
185383160	13610	2.5	was   ok   but   didnt   reliv   any   childhood   memories   of   the   cool   cartoon !
185383160	2985	4.0	very   funny   film   but   go   easy   on   the   hair   gel !
185383160	16879	3.0	despite   many   crtitics   running   it   down   i   thought   it   was   good .
185383160	17479	3.5	not   a   bad   remake   of   an   excellent   japanese   film .    original   far   superior   though !
185383160	3579	2.5	kinda   of   the   cars   the   star   film .    not   into   cars ?    not   worth   watching
831642500	2913	1.0	good   watch .    nothing   memorable .
831642500	7219	2.5	as   a   personal   rule   of   thumb   you   can   never   go   wrong   with   films   mixing   guns   and   cuff - links .
831642500	2862	4.0	cool   trivia :    the    ['] skull [']    on   the   moth   in   the   poster   isn ['] t   really   a   skull   but   a   dali   photo   of   naked   women .    http :  /  / visualfunhouse . com / scary _ illusions / silence - of - the - lambs - optical - illusion . html   enjoy .
831642500	10030	3.0	dark   and   stormy .
831642500	16465	3.0	very   sexy .    this   movie   was   a   relief   seeing   that   claire   forlani   finally   managed   to   shrug   that   prinzejr   monkey   off   her   absolutely   divine   back .
831642500	12092	0.5	bad .
831642500	2660	4.0	one   of   those   movies   that   guys   will   never   admit   to   liking .    haha   gotcha !
831642500	2178	3.5	hook ,    line   and   sinker .
831642500	2452	2.5	not   as   fab   as   the   book
831642500	1962	3.0	a   comedic   take   of   memento .
831642500	2580	2.5	well   acted .
831642500	5317	1.0	nothing   special .
831642500	6844	0.5	waste .    of .    precious .    precious .    precious .    petrol .    that   vin   diesel   is   an   honest   to   gahd   geek   warrants   for   the   half   star
831642500	10358	3.0	cameos   cameos   and   even   more   cameos .    fell   in   love   with   vincent   cassel   during   the   course   of   the   movie .
831642500	11077	1.0	joke   got   old .
831642500	1542	1.0	this   merits   a   full   star   for   being   done   first .    refer   to   my   rating   of   you ['] ve   got   bloody   tired   mail .
831642500	16765	2.0	the   originality   of   the   plot   warrants   for   the   two   stars .
831642500	7627	3.0	gorgeous   gorgeous
831642500	3425	3.5	a   garden   variety   gangster   movie .    nothing   special ,    once   you ['] ve   been   sufficiently   acquainted   with   all   the   bit   players    - which   is   approximately   say   10mins   into   the   movie ;    you ['] d   pretty   much   have   a   not - murky   idea   on   how ['] s   it   going   to   end . excellent   cooking   tips   though .
831642500	708	0.5	a   storm   movie .    who   facking   like   a   storm   movie .    i ['] m   not   going   to   be   friends   with   someone   with   this   piece   of   crap   on   their   fave   list   thank   you   very   much .
831642500	17088	2.0	hysterical .
831642500	12034	4.0	nicholson   was   made   legend   by   this   kubrick . every   scene   which   features   the   twins   gives   me   shivers   up   to   this   day .
831642500	7624	2.0	grrreat   movie   poster .  .  .    well   as   a   jeepney   deco   i   mean    - passenger   jeepney .     * maniacal   laughter *
831642500	16740	3.0	very   long   and   thoughtful .
831642500	11218	4.0	oh   i   love   love   love   love   love   this   film .    the   female   counterpart   of   stand   by   me .
831642500	16377	4.0	overly   dramatic ,    but   this   is   one   overly   dramatic   film   that   was   worth   the   two   hours   of   mostly   snickering   at   the   antics   of   the   very   memorable   characters   the   actors   brilliantly   gave   breath   and   breadth   to   and   occasionally   shedding   a   tear   or   two .
232479244	2457	5.0	i   totally   love   this   movie !  !  !  !
232479244	3962	3.0	aaahhhhh .  .    i   love   nemo   he   soo   effin   cute !
232479244	3463	5.0	i   love   youuuu    ( this   movie )
232479244	3860	3.0	funny    =  )
232479244	12471	4.0	i   love   this   video .  !  !    i   love   eminem .  .    hes   so   hot .  .  .    well   kinda .  .    lol .  & lt ; 3
73784475	7397	5.0	omg   i   luv   miss   doubtfire   its   soo   funi   lmao   hes   a   she   shes   a   he   he   she   she   lmao   loz !  !  !
73784475	17324	4.0	alright .    i   dont   really   remember   much   i   saw   it   at   bout   2   in   the   mornin   on   a   flight   home   from   greece .
73784475	2463	3.0	its   ok .    nothing   special .
73784475	13673	3.0	2   infinity   n   beyond   lol   i   used   2   wtch   dis   all   the   time   wid   ma   bro   lol
73784475	11283	2.5	itsd   a   bit   sad   in   both   ways   lmao    :  (
73784475	15393	5.0	dis   well   funni   lol
73784475	7521	5.0	i   love   all   the   scary   movies
73784475	14725	5.0	i   luv   all   austin   powers
73784475	14621	5.0	1   of   the   funnyest   kids   films   eva !  !  !  !  !  !
73784475	10421	5.0	omg   sooooo   funi   luv   it   soooo   much
73784475	2095	5.0	omg   i   luv   this   film   its   soooo   funi   jim   carrey   is   amazin
831902554	4931	2.5	catwoman   comic   lovers   may   have   an   urge   to   watch   this   movie .                                                                                                                                        dont
831902554	13610	4.0	my   best   super   hero   movie
831902554	13930	4.5	a   superb   movie .    a   gr8   movie   to   see .
831902554	14691	4.5	one   of   the   revolutionary   movies   in   the   industry
831902554	3085	5.0	awesome
831902554	10429	5.0	awesomest    ( not   there ['] s   no   such   word )
831902554	15107	5.0	awesome   movie .
831902554	15393	5.0	i   really   love   this   movie .
831902554	3860	5.0	best   jim   carey   movie
831902554	4310	4.5	the   first   one   i   saw .    i   was   very   scared .
831902554	1470	4.0	kool
831902554	3579	5.0	my   fav   of   the   fast   and   the   furious   series
302225161	15205	4.0	good   but   not   what   i   expected
302225161	2782	5.0	awesome   movie
302225161	7032	4.0	hilarious   but   i   still   like   the   first   one   the   most
302225161	1905	5.0	exellent   movie   i ['] m   not   much   on   johnny   depp   being   so   hot   in   some   of   his   movies   but   he   looked   pretty   good   when   his   hairs   all   matted   and   hes   filthy   lol   funny   how   things   work   out   lol
302225161	17479	3.0	kinda   weird   you   really   have   to   pay   attention
302225161	1962	4.0	good   movie   you   have   to   see   it   very   funny
667420065	10583	3.5	with   some   changes   it   would   have   been   a   5   star   movie .
667420065	985	4.5	believe   it   or   not ,    is   a   must   see .
667420065	3463	3.0	quite   cool .    not   essential .
667420065	2985	4.0	this   movie   is   almost   excellent .    really   enjoyable
667420065	2463	3.0	nice   and   cool .    not   great ,    though
667420065	758	1.0	quite   a   drag .       just   worth   for   watching   nice   girls   on   tv .
667420065	1180	4.0	very   interesting .
667420065	5991	3.5	cool ,    a   bit   too   fast   too   modern .    strong ,    cool   content ,    and   very   good   acting   as   expected .
154436341	3962	2.0	i   liked   it .
154436341	7875	1.0	haha !
154436341	2985	1.0	pffft .
154436341	13315	3.0	like   i   said   before ,    i   have   a   soft   spot   for   these   films .
154436341	14953	3.0	aww   ducky .     * sigh *
154436341	1905	2.0	good   times .
154436341	1754	4.0	i   lurve   it .           " oh   sexy   american   giiiiiiirlfliend "
154436341	9254	4.0	heck   yes .
171548928	1703	4.0	reading   the    " more   like   this "    movie   bit   and   it   has   firestarter   in   it .    why   is   firestarter   like   cinderella
171548928	12881	4.5	loved   it .    lots   better   then   i   thought   it   would   be
171548928	4043	3.0	.
171548928	753	4.0	classic
171548928	11710	4.5	.
171548928	9645	5.0	that   little   flash   kid   is   so   sweet   and   his   super   fast   turtle
780640003	2580	3.5	good .
780640003	2457	4.0	i   cried   really   hard !
780640003	6510	3.0	ummm   it ['] s   cute   i   guess .    i   luvv   the   circus   bugs !
780640003	17560	3.5	good   good   delicious   haha    : d
780640003	5751	3.0	kinda   gross   but   pretty   funny
780640003	14725	3.5	haha   i   luv   austin   powers    : d
780640003	1470	3.0	ok .  .  .  .
780640003	2690	3.5	it ['] s   wayyy   groovy
813570001	15107	3.0	good   but   not   the   rat   pack   version
813570001	8989	3.0	j .    styles   makes   it   happen   otherwise   forget   it
813570001	15063	3.0	wayan   bros   in   drag   funny .  .  .    terry   crews   steals   the   movie   though
813570001	12471	4.5	great   soundtrack   really   good   semi - biopic   really   good   first   time   acting   great   supporting   cast
813570001	5991	3.0	j .    alba ,    rosario   d .  ,     &    alexis   b   make   this   movie   hot   from   the   eye   candy   point   of   view .    nice   trio   of   directors   great   cinementography
813570001	3579	2.0	cool   tricked   out   cars   thats    ['] bout   it .  .    ok   some   cool   miamidade   location   shoots   wow   like   we   couldn ['] t   catch   miami   vice   reruns   or   bad   boys   to   get   those   vistas   lol
617749182	3962	4.5	awesome ,    awesome   point   of   view   on   the   sea .    clever   jokes .    great   plot   and   personality .    loved   the   movie .
617749182	11077	4.5	funny .    great   dialogue .    excellent   plot ,    excellent   movie .
617749182	16879	4.5	i   actually   really   enjoyed   this   movie ,    no   matter   the   flak   it   got .    the   soundtrack   was   amazing   and   the   cinematography   was   brilliant .    great   tale   of   a   sad   story .    there ['] s   a   reason   it   stayed   in   the   theatres   so   long .
617749182	8989	4.5	reflected   the   streets   well .    reflected   views   on   dancing    ( and   the   types   of   dancing )    well .    good   plot .    cool   actors .    yey .
313977311	2913	4.5	love   it
313977311	7331	5.0	awesome
313977311	5692	2.0	really   really   stupid
313977311	16452	5.0	i   love   this   movie .  .    johnny   depp   is   so   sexy   in   this   one !  !
313977311	13052	5.0	good   good .  .  . good   story
49530483	16082	5.0	this   is   a   great   movie .    she   such   a   little   girl   here .    i   love   the   way   she   actted   here   and   the   hairdoos   she   made    ^  ^
49530483	11443	4.5	it   sounded   freaky   in   spanish : p
49530483	16879	5.0	very   good   movie .    its   got   everything
49530483	1905	5.0	i   dont   get   tired   of   this   movie
49530483	758	5.0	love   it
519632331	10583	4.0	a   very   very   funny   film
519632331	6287	1.0	pants
519632331	4551	4.0	hahahahahahahahahahaha   very   funny ,    guy   ritchie   is   class !
519632331	5239	4.5	very   very   funny   i   enjoyed   it ,    but   it   did   bare   a   slight   resemlance   to   mean   machine
519632331	14198	5.0	this   is   another   one   of   my   all   time   favourite   films ,    i   mean ,    how   can   u   not   like   trainspotting ?
519632331	15063	5.0	hahahahahahahahahahahahahahahahahaha !
519632331	2452	5.0	watched   this   film   about   4   times   before   i   understood   what   was   goin   on ,    but   then   when   i   finally   got   the   hang   of   it ,    i   loved   it
359696424	17187	5.0	every   year   i   watch   this   atleast   two   or   three   times ,    never   gets   old ,    a   great   classic !
359696424	3463	5.0	loved   it !
359696424	11337	4.0	got   a   kick   out   of   it !
359696424	758	4.0	fun   movie ,    got   a   kick   outa   it !
359696424	331	5.0	jay   and   silent   bob   once   again ,    this   one   gets   a   little   deep ,    but   good   all   the   same .
359696424	12471	4.0	good   story ,    thought   i   wouldn ['] t   really   get   into   it ,    but   was   really   suprised ,    good   movie !
359696424	329	5.0	jay   and   silent   bob ,    once   again ,    and   this   time ,    well ,    watch   and   see ,    great   one !
330459564	2463	1.0	children   have   such   bad   taste .  .  .
330459564	5571	0.5	yeah .  .  .       not   my   thing   really .  .  .
330459564	2782	4.0	omg !       this   movie   made   me   cry   and   cry   and   cry .       i   need   more !  !  !  !
330459564	5991	4.0	yeah !  !  !       vampires ,    street   fighters ,    what   more   could   u   want ?  ?  ?
330459564	17479	3.0	hmm ,    it   was   good .       but   needed   some   work   with   the   plot .  .  .
547590812	11149	5.0	good
547590812	9617	5.0	this   was      an   excellant   movie !
547590812	2580	4.0	i   saw   this   movie   and   it   was   ok .  .
547590812	4883	5.0	this   was   an   excellant   movie !       i   liked   it   alot    !
547590812	16790	5.0	i   saw   this   movie   and   it   was      excellant .  .    i   liked   jim   carey   in   this   movie   he   was   great !
547590812	3750	2.0	i   saw   parts   of   this   movie
547590812	1867	5.0	this   was   a   good   movie !
547590812	3962	5.0	great
547590812	17295	4.0	i   saw   this   movie   and   it   was   ok .  .
547590812	11398	5.0	good    /    funny    !
547590812	7745	5.0	excellant !
547590812	7989	5.0	i   saw   this      movie   and   it   was                                                                              good    !
547590812	753	5.0	wonderful !    great !    i   love   julie   andrews !
547590812	5309	5.0	this   was   an   excellant   movie !    i   enjoyed      this   movie   very   much !
357310484	16113	1.0	sequal   just   doesnt   match   up
357310484	1905	5.0	funny   and   different
357310484	15582	3.5	such   a   sweet   movie
357310484	10928	3.0	funny
357310484	13894	0.5	come   on   give   me   a   break   how   interesting   can   one   man   and   a   volleyball   be .  .  . yawns   all   round
357310484	2690	2.5	has   it ['] s   moments
357310484	1962	3.5	sweet
357310484	17714	5.0	isnt   sebastian   such   a   cutie
195995522	2457	4.0	i   liked   it .  .  .    mostly   because   he   is   soo   hot .
195995522	11077	3.0	wasnt   the   greatest   movie .  .  .  .    but   it   was   still   kinda   funny   at   some   parts .
195995522	11337	5.0	i   have   to   admit   that   this   is   one   of   my   all   time   favorite   movies .
195995522	5239	3.5	it   was   a   good   movie   but   after   chris   rock   died   it   got   kinda   boring .
195995522	3938	5.0	loved   it ,  ,  ,    it   is   such   a   great   kids   movie   even   the   adults   would   enjoy   this   one !
195995522	14103	5.0	one   of   my   favourite   movies   of   all   time .
195995522	1962	5.0	loved   this   movie .  .    i   like   almost   all   of   adam   sandlers   movies .
818822829	15205	3.5	jake   gyllenhall   is   a   great   actor .    i   loved   this   movie .
818822829	758	4.0	funny   high   school   movie .
818822829	3579	2.5	somewhat   good   actors ,    pretty   unrealistic .
818822829	1962	3.5	love   adam   sandler ,    drew   barrymore   was   just   an   added   bonus .    hot !
818822829	17479	2.0	ok   movie
378126888	14691	2.0	gillar   inte   action   särskillt   mycket ,    men   filmen   är   rätt   cool   och   får   en   ju   att   fundera   en   del .  .  .    lite   svår   att   förstå   dock .
378126888	6287	2.0	okej   film ,    men   fattar   inte   hur   alla   kan   påstå   att   det   är   den   bästa   romantiska   filmen   av   alla .
378126888	4472	4.5	asbra   film !    absolut   den   bästa   kärleksfilmen !    den   är   rolig ,    romantisk   och   inte   så   förutsägbar   som   alla   andra   brukar   vara .
378126888	15063	1.0	de   e   oerhört   fula   och   filmen   bygger   bara   på   alla   fördommar   man   någonsin   skulle   kunna   ha   om   tjejer .  .  .    filmen   suger !
378126888	16969	4.0	den   är   konstig   och   kuslig .  .  .    det   gillar   jag !
453429388	13610	3.5	very   good   film .    saw   it   in   the   cinema
453429388	2985	5.0	great   film ,    hilarious ,    seen   it   so   many   times   but   is   still   gret
453429388	11077	4.0	funny   film
453429388	15107	4.5	very   good   film ,    again   one   of   my   favourites
453429388	7032	3.0	no   where   near   as   good   as   the   other   two ,    still   funny   but   not   as   funny
453429388	7521	2.5	the   type   of   film   you   watch   when   you   are   12   cause   you   think   u   r   dead   cool   watching   an   18 .    quite   funny .    but   now   its   a   bit   sad .
62933911	3962	5.0	love   it
62933911	7664	3.0	soo   sad .  . kinda   sick   about   the   raping   thing   and   moaning   like   a   whore .       didnt   really   see   the   point   of   the   movie .  .  .  .  . really      emo
62933911	5239	3.5	i   saw   it   and   booyy   was   i   wrong   i   looved   it .    it   was   soo   sad   when   chris   rock   dies   but   other   than   thatyeah   its   so   super   sad .
62933911	10928	2.0	seen   parts ,    okay
62933911	1962	5.0	omg   my   brother   and   i   rented   it   and   we   watched   the   scene   when   the   guy   was   watching   the   make   out   through   the   window .  .  . he   was   in   the   fishtank   man   i   loooved   that   scene   sooo   much
176246039	13002	3.5	i   enjoyed   the   movie   like   the   other   ones ,    but   sometimes   you   get   the   feeling   that   freddy   should   have   been   finished   long   ago ,    finishing   on   the   trilogy   of   nightmare   on   elm   street   would ['] ve   been   fine .
176246039	9528	4.5	absolutely   fantastic ,    the   acting   is   outrageously   good   from   everyone   involved   around   the   table .    a   very   pleasant   surprise   as   i   wasn ['] t   too   sure   what   to   expect   from   it .       i   highly   enjoyed   this   in   almost   the   same   way   i   liked    " glengarry   glen   ross "    as   it ['] s   themed   in   very   much   the   same   way .    i   enjoyed   everything   about   this   and   would   gladly   watch   it   again .
176246039	12870	4.5	what   a   superbly   crafted   movie .    the   subject   is   shocking   but   interesting   none   the   less .    powerhouse   performances   from   liam   neeson   and   ralph   fiennes    ( although   amon   was   very   under - used )    in   his   remarkably   evil   role ,    though   not   anywhere   near   as   evil   as   captain   byron   t .    hadley   from   the   shawshank   redemption .    absolutely   superb .
176246039	9049	5.0	every   once   in   a   while   you   will   find   yourself   asking   the   question    " why   haven ['] t   i   seen   this   before   now ?  "    and   this   has   definitely   been   the   case   after   seeing   the   fantastic   boogie   nights .    i   am   kicking   myself   that   i   hadn ['] t   seen   this   ages   before   now !       i   had   heard   mark   wahlberg ['] s   performance   was   amazing   and   everyone   who   told   me   that   hit   the   nail   square   on   the   head ;    he   shines   here   in   all   aspects .       there   isn ['] t   anything   i   didn ['] t   enjoy   about   boogie   nights ,    not   even   something   i   disliked   a   little .    i   was   a   little   reluctant   at   first   to   rent   it    ( because   of   the   backdrop )    but   you ['] re   missing   out   if   you   think   the   same   way   about   this .       every   performance   was   fantastic   throughout   the   course   of   boogie   nights   and   there   were   some   scenes   which   just   completely   came   out   of   nowhere   as   a   complete   shock ;    then   just   got   on   with   it   instead   of   dwelling .  .    very ,    very   well   done .       for   quite   some   time   i   lost   motivation   to   be   reviewing   movies   on   flixster .  .    i   am   glad   boogie   nights   has   put   me   back   on   track   because   it ['] s   just   that   damn   good .       do   yourself   a   favour   and   watch   this   asap .
176246039	7219	3.5	a   very   enjoyable   watch ,    but   sometimes   i   feel   people   are   not   saying   enough .    andy   garcia   hardly   says   anything   throughout   the   whole   movie ,    despite   being   a   survivor   at   the   end   which   was   surprising   aswell .    but   all   around   a   good   watch .
176246039	11173	3.5	it   twists   and   it   turns   maybe   too   many   times .    it ['] s   enjoyable   but   i   just   don ['] t   like   benicio   del   toro ,    his   presence   does   nothing   but   annoy   me   that   they   didn ['] t   cast   someone   better .
176246039	4109	5.0	there   is   absolutely   nothing   i   dislike   about   this   movie ,    everything   is   perfect .    i   feel   that   the   fantastic   80 ['] s   themed   soundtrack   deserves   a   mention   here   as   it   brings   the   movie   more   to   life   and   gets   you   more   involved   in   what   the   movie   is   all   about .       this   is   easily   one   of   my   favourite   movies   of   all   time   with   a   performance   from   christian   bale   which   is   very   close   to   his   best   as   the   fantastic   patrick   bateman .    the   supporting   cast   are   fantastic   aswell ,    particularly   josh   lucas   and   justin   theroux ,    and   even   bill   sage .       the   materialistic   impressions   of   wall   street   in   this   movie   are   hugely   arrogant   and   just   as   entertaining   and   psychopathic .    this   is   one   of   the   most   quotable   movies   from   all   time   with   a   number   of   highly   entertaining   speeches   and   some   amazing   diverse   acting .       this   movie   will   never   be   rated   less   than   5 / 5   from   me .
176246039	9818	4.0	very   good   stuff ,    great   performances   from   kevin   spacey ,    russel   crowe   and   numerous   others   of   the   cast .    not   the   best   movie   i   have   seen   but   a   very   decent   stab   at   it .    it ['] s   very   gritty   at   stages   and   fairly   violent   but   it   works   well   and   definetly   worth   watching .
176246039	631	4.5	i   was   impressed ,    very   impressed .    very   good   to   see   some   fresh   fight   scenes ,    the   type   that   never   get   old .    this   movie   proves   that   jet - li   can   act   and   is   capable   of   doing   such   amazing   fights   with   no   strings   attached .    nice   to   see   alot   of   it   done   in   scotland   aswell   which   was   the   icing   on   this   already   fantastic   cake .
176246039	3864	5.0	i ['] d   been   waiting   years   to   see   a   batman   movie   as   accurate   and   mindblowing   as   this   one ;    and   they   couldn ['] t   have   handpicked   the   cast   any   better   with   the   exception   of   katie   holmes   possibly .       everything   about   it   surpassed   anything   put   in   a   batman   movie   before   and   this   is   why   this   is   in   an   entire   league   of   its   own .    the   production   team   here   know   exactly   what   we   batfan ['] s   want   and   they   do   more   than   just   deliver   here   in   this   masterpiece .       every   aspect   of   the   movie   was   fantastic ,    and   i ['] m   so   glad   it   wasn ['] t   another    " throw   some   instant   crotch   shots   in   the   first   15   seconds   with   no   explanation   of   why   he   is   batman "    movie .       i ['] d   seen   christian   bale   in   the   machinist   before   this   and   the   thing   that   had   me   hooked   on   what   i ['] d   seen   was   his   dedication   to   what   has   to   be   done .    if   you   look   at   the   size   of   him   in   the   machinist   and   then   the   size   of   him   in   batman   begins ,    that ['] s   only   a   small   taste   of   his   dedication .       this   is   the   best   batman   movie   of   all   time   and   my   favourite   movie   of   all   time ,    and   i      have   nothing   but   immensely   high   hopes   for   the   sequel    " the   dark   knight "    in   2008 .
176246039	9265	4.5	equally   as   fantastic   as   the   first   movie   in   tim   burtons   creation   of   batman   movies .    this   one   you   can   clearly   see   the   tim   burton   influence   coming   through   with   the   whole   christmas   thing .    a   few   stronger   actors   in   this   including   christopher   walken   and   danny   devito ,    another   of   my   favourites   which   i   have   loved   for   as   long   as   i   can   remember .
